Código Único,Nombre de inversión,ARCHIVO_ORIGEN,UBIGEO_DESDE_NOMBRE,UBIGEO_VALIDADO_PMI,UBIGEO_FINAL_VALIDADO,PMI_ENCONTRADO,COINCIDE_NOMBRE_PMI,METODO_EXTRACCION_UBIGEO,CONFIANZA_UBIGEO,ESTADO_UBIGEO,UBIGEOS_CANDIDATOS,OBSERVACION_UBIGEO
2301624.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO HUAGALL , DISTRITO DE CALAMARCA - JULCAN - LA LIBERTAD",Cartera_260824-123814.xlsx,130502,,130502,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,130502,Coincidencia exacta y única por nombre
2263918.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE LICLIPAMPA , DISTRITO DE SAN BERNARDINO - SAN PABLO - CAJAMARCA",Cartera_260824-123814.xlsx,061202,,061202,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,061202,Coincidencia exacta y única por nombre
2255198.0,"INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO DE SAN MIGUEL LA COCHA, DISTRITO DE JOSE CRESPO Y CASTILLO - LEONCIO PRADO - HUANUCO",Cartera_260824-123814.xlsx,,100604,100604,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito JOSE CRESPO no encontrado en GPKG | Validado por PMI: JOSE CRESPO Y CASTILLO
2281005.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE CASADEN , DISTRITO DE MAGDALENA - CAJAMARCA - CAJAMARCA",Cartera_260824-123814.xlsx,,060109,060109,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"010112, 060109",Distrito MAGDALENA es ambiguo y no se extrajo provincia | Validado por PMI: MAGDALENA
2306013.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DE LOS SERVICIOS DE DISPOSICION SANITARIA DE EXCRETAS, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN EL CENTRO POBLADO DE ULLUYMARCA , DISTRITO DE PAMPA HERMOSA - SATIPO - JUNIN",Cartera_260824-123814.xlsx,,120605,120605,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"120605, 160604",Distrito PAMPA HERMOSA es ambiguo y no se extrajo provincia | Validado por PMI: PAMPA HERMOSA
2260525.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE HUACAS ALTO , DISTRITO DE LAGUNAS - AYABACA - PIURA",Cartera_260824-123814.xlsx,,200204,200204,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"140107, 160206, 200204",Distrito LAGUNAS es ambiguo y no se extrajo provincia | Validado por PMI: LAGUNAS
2338461.0,"MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y CREACIÓN DE UNIDADES BÁSICAS DE SANEAMIENTO EN LAS LOCALIDADES DE  OYOCCOCHA, YURACC CANCHA, PISQUIRI, TOCCTO, RURUNMARCA Y CCASANCCA, DISTRITO DE CAJA - ACOBAMBA - HUANCAVELICA",Cartera_260824-123814.xlsx,090204,,090204,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,090204,Coincidencia exacta y única por nombre
2268480.0,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CENTRO POBLADO EL DORADO , DISTRITO DE OMIA - RODRIGUEZ DE MENDOZA - AMAZONAS",Cartera_260824-123814.xlsx,010609,,010609,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,010609,Coincidencia exacta y única por nombre
2286905.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE LLADEN , DISTRITO DE LLAPA - SAN MIGUEL - CAJAMARCA",Cartera_260824-123814.xlsx,061107,,061107,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,061107,Coincidencia exacta y única por nombre
2293516.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO EN LA LOCALIDAD DE MENTUSHARI , DISTRITO DE LLAYLLA - SATIPO - JUNIN",Cartera_260824-123814.xlsx,120603,,120603,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120603,Coincidencia exacta y única por nombre
2279707.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CASERIO DE HUANACAURE , DISTRITO DE CHINCHAO - HUANUCO - HUANUCO",Cartera_260824-123814.xlsx,100103,,100103,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100103,Coincidencia exacta y única por nombre
2274336.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE SANEAMIENTO DEL CENTRO POBLADO DE SOLEDAD , DISTRITO DE PAJARILLO - MARISCAL CACERES - SAN MARTIN",Cartera_260824-123814.xlsx,220605,,220605,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220605,Coincidencia exacta y única por nombre
2293764.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO EN LA LOCALIDAD DE SAN ANTONIO , DISTRITO DE CORTEGANA - CELENDIN - CAJAMARCA",Cartera_260824-123814.xlsx,060303,,060303,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060303,Coincidencia exacta y única por nombre
2275415.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CASERIO DE PUEBLO NUEVO , DISTRITO DE TOURNAVISTA - PUERTO INCA - HUANUCO",Cartera_260824-123814.xlsx,100904,,100904,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100904,Coincidencia exacta y única por nombre
2460828.0,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO EN  LAS  LOCALIDADES DE MOLLEPATA ,YUNCAYBAMBA,LORENSAYOCC Y CCACCE DEL  DISTRITO DE HUANCARAY - PROVINCIA DE ANDAHUAYLAS - DEPARTAMENTO DE APURIMAC",Cartera_260824-123814.xlsx,030205,,030205,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,030205,Coincidencia exacta y única por nombre
2264206.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO VILLA RICA, DISTRITO DE PARDO MIGUEL - RIOJA - SAN MARTIN",Cartera_260824-123814.xlsx,220805,,220805,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220805,Coincidencia exacta y única por nombre
2307926.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE DISPOSICION SANITARIA DE EXCRETAS, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN EL CENTRO POBLADO DE CHALLHUAMAYO , DISTRITO DE LLAYLLA - SATIPO - JUNIN",Cartera_260824-123814.xlsx,120603,,120603,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120603,Coincidencia exacta y única por nombre
2258910.0,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE, ALCANTARILLADO E INSTALACION DEL SERVICIO DE DISPOSICION SANITARIA DE EXCRETAS EN EL CASERIO COCHAS GRANDES , DISTRITO DE SAN JUAN - SIHUAS - ANCASH",Cartera_260824-123814.xlsx,,021909,021909,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"021909, 090410, 050616, 060112",Distrito SAN JUAN es ambiguo y no se extrajo provincia | Validado por PMI: SAN JUAN
2251279.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CASERIO DE SANTA ROSA DE UCHUCHACA , DISTRITO DE CHINCHAO - HUANUCO - HUANUCO",Cartera_260824-123814.xlsx,100103,,100103,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100103,Coincidencia exacta y única por nombre
2251244.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CENTRO POBLADO SUYO , DISTRITO DE LARES - CALCA - CUSCO",Cartera_260824-123814.xlsx,080404,,080404,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,080404,Coincidencia exacta y única por nombre
2307916.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE LA LOCALIDAD DE PUERTO MIGUEL , DISTRITO DE FERNANDO LORES - MAYNAS - LORETO",Cartera_260824-123814.xlsx,160103,,160103,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160103,Coincidencia exacta y única por nombre
2263629.0,"INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO PARA EL CENTRO POBLADO DE SAN MIGUEL DE CACAO, DISTRITO DE RAMON CASTILLA , PROVINCIA DE MARISCAL RAMON CASTILLA - LORETO",Cartera_260824-123814.xlsx,160401,,160401,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160401,Coincidencia exacta y única por nombre
2253228.0,"AMPLIACIÓN Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y CREACIÓN DEL SERVICIO DE SANEAMIENTO EN LA LOCALIDAD PALO BLANCO, DISTRITO DE CHULUCANAS, PROVINCIA DE MORROPÓN, DEPARTAMENTO DE PIURA",Cartera_260824-123814.xlsx,200401,,200401,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200401,Coincidencia exacta y única por nombre
2307918.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE LA LOCALIDAD DE BELLO HORIZONTE , DISTRITO DE MAZAN - MAYNAS - LORETO",Cartera_260824-123814.xlsx,160106,,160106,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160106,Coincidencia exacta y única por nombre
2235566.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SAN PEDRO DE SHAURIATO, DISTRITO DE PICHANAQUI - CHANCHAMAYO - JUNIN",Cartera_260824-123814.xlsx,120303,,120303,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120303,Coincidencia exacta y única por nombre
2263617.0,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE APINIHUA, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
2278984.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO UNION SANTA ROSA , DISTRITO DE PICHANAQUI - CHANCHAMAYO - JUNIN",Cartera_260824-123814.xlsx,120303,,120303,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120303,Coincidencia exacta y única por nombre
2251140.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO DEL CENTRO POBLADO LA PENITA , DISTRITO DE LANCONES - SULLANA - PIURA",Cartera_260824-123814.xlsx,200604,,200604,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200604,Coincidencia exacta y única por nombre
2235727.0,MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DE DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO DE SANTA ROSA DE ALTO ZOTANI DISTRITO DE PERENE- CHANCHAMAYO - JUNIN,Cartera_260824-123814.xlsx,,120302,120302,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito PERENE- CHANCHAMAYO no encontrado en GPKG | Validado por PMI: PERENE
2269363.0,"INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO PARA EL CENTRO POBLADO DE PUERTO ALEGRE, DISTRITO DE RAMON CASTILLA , PROVINCIA DE MARISCAL RAMON CASTILLA - LORETO",Cartera_260824-123814.xlsx,160401,,160401,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160401,Coincidencia exacta y única por nombre
2251083.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE CENTRO SAN PEDRO , DISTRITO DE FRIAS - AYABACA - PIURA",Cartera_260824-123814.xlsx,200202,,200202,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200202,Coincidencia exacta y única por nombre
2259193.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CENTRO POBLADO PABLOYACU, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTIN",Cartera_260824-123814.xlsx,220101,,220101,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220101,Coincidencia exacta y única por nombre
2264070.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO PASHAGON, DISTRITO DE HUAMACHUCO , PROVINCIA DE SANCHEZ CARRION - LA LIBERTAD",Cartera_260824-123814.xlsx,130901,,130901,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,130901,Coincidencia exacta y única por nombre
2412106.0,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE PAMPA CAÑO DEL DISTRITO DE NAUTA - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
2260547.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE LA LOCALIDAD DE SARGENTO LORES , DISTRITO DE NAPO - MAYNAS - LORETO",Cartera_260824-123814.xlsx,160107,,160107,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160107,Coincidencia exacta y única por nombre
2301343.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DE LOS SERVICIOS DE DISPOSICION SANITARIA DE EXCRETAS, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN EL CENTRO POBLADO DE PORTILLO ALTO , DISTRITO DE RIO NEGRO - SATIPO - JUNIN",Cartera_260824-123814.xlsx,120607,,120607,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120607,Coincidencia exacta y única por nombre
2235568.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO RIO COLORADO , DISTRITO DE PICHANAQUI - CHANCHAMAYO - JUNIN",Cartera_260824-123814.xlsx,120303,,120303,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120303,Coincidencia exacta y única por nombre
2412113.0,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE SOLTERITOS DEL DISTRITO DE NAUTA - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
2280629.0,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE SAPANI, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
2301609.0,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE QUEMPOREQUISHI, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
2235729.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO BAJO VILLA VICTORIA EN EL DISTRITO DE RIO NEGRO, PROVINCIA DE SATIPO, REGION JUNIN",Cartera_260824-123814.xlsx,120607,,120607,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120607,Coincidencia exacta y única por nombre
2235603.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE SAN DIEGO , DISTRITO DE FRIAS - AYABACA - PIURA",Cartera_260824-123814.xlsx,200202,,200202,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200202,Coincidencia exacta y única por nombre
2200346.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE TZAVENTENI, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA - UCAYALI",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
2256728.0,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CENTRO POBLADO LA LIBERTAD, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTIN",Cartera_260824-123814.xlsx,220101,,220101,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220101,Coincidencia exacta y única por nombre
2202925.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE EL HUILCO , DISTRITO DE AYABACA - AYABACA - PIURA",Cartera_260824-123814.xlsx,200201,,200201,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200201,Coincidencia exacta y única por nombre
2412109.0,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE NUEVO MIRAFLORES DEL DISTRITO DE NAUTA - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
2412104.0,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE ALIANZA DEL DISTRITO DE NAUTA - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
2303342.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO DE SAN MIGUEL DE MINIARO , DISTRITO DE PANGOA - SATIPO - JUNIN",Cartera_260824-123814.xlsx,120606,,120606,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120606,Coincidencia exacta y única por nombre
2279974.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE TAZAJERAS , DISTRITO DE PACAIPAMPA - AYABACA - PIURA",Cartera_260824-123814.xlsx,200206,,200206,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200206,Coincidencia exacta y única por nombre
2200345.0,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE PITZA, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
2235723.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SANTA TERESITA , DISTRITO DE PANGOA - SATIPO - JUNIN",Cartera_260824-123814.xlsx,120606,,120606,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120606,Coincidencia exacta y única por nombre
2255709.0,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE MAJONTONI, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,Distrito RAYMONDI no encontrado en GPKG | Datos PMI no cruzaron con GPKG (RAYMONDI - ATALAYA)
2260863.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA COMUNIDAD NATIVA DE VALLE SAMARIA, DISTRITO MAZAMARI, PROVINCIA SATIPO, DEPARTAMENTO DE JUNIN",Cartera_260824-123814.xlsx,,120604,120604,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: MAZAMARI"
2251333.0,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO CACHINGARANI , DISTRITO DE PANGOA - SATIPO - JUNIN",Cartera_260824-123814.xlsx,120606,,120606,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120606,Coincidencia exacta y única por nombre
2412108.0,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE LIBERTAD DE CHOROYACU DEL DISTRITO DE NAUTA - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,Cartera_260824-123814.xlsx,160301,,160301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160301,Coincidencia exacta y única por nombre
2266404.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO TOPARPA , DISTRITO DE TAMBO GRANDE - PIURA - PIURA",Cartera_260824-123814.xlsx,200114,,200114,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200114,Coincidencia exacta y única por nombre
2412054.0,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE NUEVO LIMA DEL DISTRITO DE URARINAS - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,Cartera_260824-123814.xlsx,160305,,160305,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160305,Coincidencia exacta y única por nombre
2593855.0,AMPLIACION DEL SERVICIO DE ALCANTARILLADO EN EL AA.HH ALTO MARCAVALLE   DISTRITO DE SANTA ROSA DE SACCO DE LA PROVINCIA DE YAULI DEL DEPARTAMENTO DE JUNIN,Cartera_260824-123814.xlsx,,120808,120808,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito SANTA ROSA DE SACCO DE no encontrado en GPKG | Validado por PMI: SANTA ROSA DE SACCO
2254855.0,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO ALIANZA PROGRESO , DISTRITO DE RIO SANTIAGO - CONDORCANQUI - AMAZONAS",Cartera_260824-123814.xlsx,010403,,010403,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,010403,Coincidencia exacta y única por nombre
2286250.0,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO Y TRATAMIENTO DE AGUAS RESIDUALES DE LA CIUDAD DE HUARI, DISTRITO DE HUARI, PROVINCIA DE HUARI - ANCASH",Cartera_260824-123814.xlsx,021001,,021001,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,021001,Coincidencia exacta y única por nombre
2590437.0,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LOS DISTRITOS DE CHIMBOTE Y NUEVO CHIMBOTE DE LA  PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,Cartera_260824-123814.xlsx,,150122,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Distrito PMI (MIRAFLORES) no encontrado en nombre de inversión
2700390.0,"MEJORAMIENTO Y AMPLIACION DE LA RED DE SERVICIO(S)  DE AGUA POTABLE RURAL Y  DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN 4 SISTEMAS DE AGUA POTABLE Y/O  SISTEMA DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA   DE CENTRO POBLADO EL TINGO SECTOR 3, EL TINGO HUECO GRANDE, EL TINGO, LAS AGUILAS DISTRITO  HUALGAYOC PROVINCIA DE HUALGAYOC DEPARTAMENTO DE CAJAMARCA",Cartera_260824-123814.xlsx,,150122,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Distrito PMI (MIRAFLORES) no encontrado en nombre de inversión"
