CODIGO_UNICO,NOMBRE_INVERSION,PROVINCIA,DISTRITO,ESTADO,SITUACION,AVANCE_FISICO,AVANCE_EJECUCION,ULT_FEC_DECLA_ESTIM,ANTIGUEDAD_REPORTE_FISICO_DIAS,ANTIGUEDAD_REPORTE_FISICO_ANIOS,TIENE_F12B,TIENE_AVAN_FISICO,PRESUPUESTO_EJECUTADO,COSTO_ACTUALIZADO,ADVERTENCIA_AVANCE_FISICO
2505661,CREACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA PARCIALIDAD DE PARU JOJORIA DEL DISTRITO DE MOHO - PROVINCIA DE MOHO - DEPARTAMENTO DE PUNO,MOHO,MOHO,ACTIVO,VIABLE,100.0,98.75,2022-12-20 14:49:04,1342.0,3.7,SI,SI,276520.71,279663.4,Reporte físico desactualizado
2236180,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO INTEGRAL EN LOS SECTORES DEL CENTRO POBLADO DE JACANTAYA, DISTRITO DE MOHO, PROVINCIA DE MOHO - PUNO",MOHO,MOHO,ACTIVO,VIABLE,100.0,99.02,2022-12-20 21:49:10,1342.0,3.7,SI,SI,1847904.68,1863115.97,Reporte físico desactualizado
2309919,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LAS COMUNIDADES DE COLLANA, HUAYRAPATA Y SECTOR DE JURUSAN, DISTRITO DE ACHAYA - AZANGARO - PUNO",AZANGARO,ACHAYA,ACTIVO,VIABLE,100.0,100.0,2023-01-17 17:05:26,1314.0,3.6,SI,SI,7420549.59,7420570.0,Reporte físico desactualizado
2283660,"CREACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO EN EL SECTOR SAN BENIGNO, DISTRITO DE SAN PEDRO DE PUTINA PUNCU - SANDIA - PUNO",SANDIA,SAN PEDRO DE PUTINA PUNCO,ACTIVO,VIABLE,99.33,99.1,2023-01-18 11:04:46,1313.0,3.6,SI,SI,2620021.3,2796358.43,Reporte físico desactualizado
2470605,"REPARACION DE UNIDAD DE TRATAMIENTO DE AGUA POTABLE EN EL(LA) LOCALIDAD DE QUIQUIRA, PALMERA Y MASSIAPO DISTRITO DE ALTO INAMBARI, PROVINCIA SANDIA, DEPARTAMENTO PUNO",SANDIA,ALTO INAMBARI,ACTIVO,APROBADO,91.76,91.2,2023-01-19 16:21:51,1312.0,3.6,SI,SI,371141.1,375476.3,Reporte físico desactualizado
2204402,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA Y ALCANTARILLADO DE LA LOCALIDAD DE  CHUCUITO, DISTRITO DE CHUCUITO - PUNO - PUNO",PUNO,CHUCUITO,ACTIVO,VIABLE,100.0,100.0,2023-01-20 13:43:39,1311.0,3.6,SI,SI,8650470.06,8650470.06,Reporte físico desactualizado
2558910,"ADQUISICION DE SISTEMA DE BOMBEO EN EL(LA) SISTEMA DE AGUA POTABLE EN EL CENTRO POBLADO VILLA CCOTA DISTRITO DE PLATERIA, PROVINCIA PUNO, DEPARTAMENTO PUNO",PUNO,PLATERIA,ACTIVO,APROBADO,100.0,95.2,2023-01-20 22:09:31,1311.0,3.6,SI,SI,68800.0,79601.39,Reporte físico desactualizado
2303193,"CREACION DEL SERVICIO AGUA POTABLE Y SANEAMIENTO EN LOS SECTORES DE CHILLIHUA, COMBO, MARIANO MELGAR, CANGALLI PICHACANI, ALIANZA Y ANTACALLA, DISTRITO DE NUNOA - MELGAR - PUNO",MELGAR,NUÑOA,ACTIVO,VIABLE,100.0,100.0,2023-02-08 13:27:05,1292.0,3.5,SI,SI,6514871.38,6790071.23,Reporte físico desactualizado
2299945,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y CREACION DEL SERVICIO DE DISPOSICION SANITARIA DE EXCRETAS EN LA COMUNIDAD CAMPESINA CHUA CHUA (SECTOR CCACALLINCA), DISTRITO DE ZEPITA, PROVINCIA DE CHUCUITO, DEPARTAMENTO DE PUNO.",CHUCUITO,ZEPITA,ACTIVO,VIABLE,98.28,98.74,2023-03-06 11:52:22,1266.0,3.5,SI,SI,2412768.97,2433980.64,Reporte físico desactualizado
2189454,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LA COMUNIDAD CAMPESINA DE TAMBILLO, DISTRITO POMATA - CHUCUITO - PUNO",CHUCUITO,POMATA,ACTIVO,VIABLE,98.91,98.33,2023-03-06 12:06:29,1266.0,3.5,SI,SI,3459809.72,3508788.16,Reporte físico desactualizado
2433576,"ADQUISICIÓN DE KITS SOLARES EN EL(LA) SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL  DISTRITO DE ATUNCOLLA, PROVINCIA PUNO, DEPARTAMENTO PUNO",PUNO,ATUNCOLLA,ACTIVO,APROBADO,11.26,15.29,2023-03-14 18:44:53,1258.0,3.4,SI,SI,101505.64,134080.25,Reporte físico desactualizado
2286575,"CREACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE LETRINAS SANITARIAS EN EL SECTOR HUANCUNI DE LA PARCIALIDAD ANICHO,  DISTRITO DE ILAVE - PROVINCIA DE EL COLLAO - DEPARTAMENTO DE PUNO",EL COLLAO,ILAVE,ACTIVO,VIABLE,100.0,98.71,2023-04-27 10:35:27,1214.0,3.3,SI,SI,642092.77,650496.05,Reporte físico desactualizado
2575531,AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN CENTRO POBLADO DE CAPACC ORCCO   DISTRITO DE LIMBANI DE LA PROVINCIA DE SANDIA DEL DEPARTAMENTO DE PUNO,SANDIA,LIMBANI,ACTIVO,VIABLE,2.13,2.13,2023-07-10 22:30:22,1140.0,3.1,SI,SI,474924.99,5309880.6,Reporte físico desactualizado
2346634,"CREACION DEL SISTEMA DE AGUA POTABLE  Y DEL SERVICIO DE DISPOSICION SANITARIA DE EXCRETAS  EN EL CENTRO POBLADO  DE CUPISAYA-KARIFUYO (HITO 9 Y 10),  DISTRITO DE TILALI - PROVINCIA DE MOHO - DEPARTAMENTO DE PUNO",MOHO,TILALI,ACTIVO,VIABLE,100.0,96.76,2023-07-14 23:22:23,1136.0,3.1,SI,SI,3005929.9,3019897.88,Reporte físico desactualizado
2444510,"MEJORAMIENTO DEL SERVICIO DE DRENAJE PLUVIAL EN LOS BARRIOS DE MIRAFLORES, SAN MARTÍN DE PORRES, SAN SEBASTIÁN Y PANAMERICANA NORTE DE LA LOCALIDAD DE ZEPITA DEL DISTRITO DE ZEPITA - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",CHUCUITO,ZEPITA,ACTIVO,VIABLE,61.21,61.27,2023-10-25 15:21:41,1033.0,2.8,SI,SI,581608.95,949316.36,Reporte físico desactualizado
2575041,"RENOVACION DE TUBERIA EN EL(LA) CENTRO POBLADO DE UNTUCA,  DISTRITO DE QUIACA, PROVINCIA SANDIA, DEPARTAMENTO PUNO",SANDIA,QUIACA,ACTIVO,APROBADO,100.0,86.69,2023-12-27 18:50:30,970.0,2.7,SI,SI,25800.0,29760.0,Reporte físico desactualizado
2588792,"CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA  COMUNIDAD CAMPESINA DE CARCARANI  DEL CENTRO POBLADO DE SAN MIGUEL  DE  TIQUI TIQUI,   DISTRITO DE VILQUE CHICO DE LA PROVINCIA DE HUANCANE DEL DEPARTAMENTO DE PUNO",HUANCANE,VILQUE CHICO,ACTIVO,VIABLE,100.0,99.05,2024-01-09 15:21:56,957.0,2.6,SI,SI,263726.74,273938.98,Reporte físico desactualizado
2336609,"MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LAS COMUNIDADES DE TORNO, QUILLO CHICO, QUEALLI Y TUNILA, DISTRITO DE HUATASANI - HUANCANE - PUNO",HUANCANE,HUATASANI,ACTIVO,VIABLE,12.36,13.21,2024-01-12 11:44:09,954.0,2.6,SI,SI,4618053.79,4660006.55,Reporte físico desactualizado
2220466,"INSTALACION DE SISTEMA DE AGUA POTABLE, SANEAMIENTO Y SISTEMA DE GESTION AMBIENTAL EN LA COMUNIDAD CAMPESINA TRAPICHE, DISTRITO DE ANANEA - SAN ANTONIO DE PUTINA - PUNO",SAN ANTONIO DE PUTINA,ANANEA,ACTIVO,VIABLE,100.0,100.0,2024-01-16 22:22:05,950.0,2.6,SI,SI,1400521.23,1435611.82,Reporte físico desactualizado
2225744,"MEJORAMIENTO Y AMPLIACION DE  SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y TRATAMIENTO DE EXCRETAS EN LA COMUNIDAD  CAMPESINA DE HUANCASAYANI, DISTRITO DE CUYOCUYO - SANDIA - PUNO",SANDIA,CUYOCUYO,ACTIVO,VIABLE,46.03,48.67,2024-01-18 18:18:09,948.0,2.6,SI,SI,2501683.96,2502231.68,Reporte físico desactualizado
2587323,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL EN LA LOCALIDAD DE CANLLACOLLO Y HUALLATANI DISTRITO DE VILQUE CHICO DE LA PROVINCIA DE HUANCANE DEL DEPARTAMENTO DE PUNO,HUANCANE,VILQUE CHICO,ACTIVO,VIABLE,98.25,97.22,2024-01-19 10:53:43,947.0,2.6,SI,SI,401500.3,513140.29,Reporte físico desactualizado
2310519,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LAS LOCALIDADES DE PARKO HUAYTAHUACHO, HUAYLLANI - CERA CUCHO Y SUCRE CCARAÑAUI, DISTRITO DE LLALLI - MELGAR - PUNO",MELGAR,LLALLI,ACTIVO,VIABLE,96.8,96.91,2024-02-06 11:17:24,929.0,2.5,SI,SI,3784641.75,3903002.7,Reporte físico desactualizado
