Prioridad,Orden prelación,Sector,OPMI,Código Único,Código Idea,Tipo inversión,Nombre de inversión,Función,Programa,SubPrograma,Costo actualizado (S/),Devengado acumulado (S/) (al 31 dic. 2025),PIM 2026 (S/),Monto Año 2026 (S/),Monto Año 2027 (S/),Monto Año 2028 (S/),Monto Año 2029 (S/),ARCHIVO_ORIGEN,UBIGEO_DESDE_NOMBRE,UBIGEO_VALIDADO_PMI,UBIGEO_FINAL_VALIDADO,PMI_ENCONTRADO,COINCIDE_NOMBRE_PMI,METODO_EXTRACCION_UBIGEO,CONFIANZA_UBIGEO,ESTADO_UBIGEO,UBIGEOS_CANDIDATOS,OBSERVACION_UBIGEO
766.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2412054.0,119.0,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE NUEVO LIMA DEL DISTRITO DE URARINAS - PROVINCIA DE LORETO - DEPARTAMENTO DE LORETO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,721496,88622,49827,197827.0,100000.0,130514.0,204533.03,Cartera_260824-123814.xlsx,160305,,160305,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,160305,Coincidencia exacta y única por nombre
767.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2593855.0,,PROYECTO DE INVERSION,AMPLIACION DEL SERVICIO DE ALCANTARILLADO EN EL AA.HH ALTO MARCAVALLE   DISTRITO DE SANTA ROSA DE SACCO DE LA PROVINCIA DE YAULI DEL DEPARTAMENTO DE JUNIN,SANEAMIENTO,SANEAMIENTO URBANO,SANEAMIENTO,625199,0,625200,625199.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,,120808,120808,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito SANTA ROSA DE SACCO DE no encontrado en GPKG | Validado por PMI: SANTA ROSA DE SACCO
767.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2254855.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO ALIANZA PROGRESO , DISTRITO DE RIO SANTIAGO - CONDORCANQUI - AMAZONAS",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2995295,24812,0,0.0,397048.0,1191144.0,1382291.0,Cartera_260824-123814.xlsx,010403,,010403,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,010403,Coincidencia exacta y única por nombre
768.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2286250.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO Y TRATAMIENTO DE AGUAS RESIDUALES DE LA CIUDAD DE HUARI, DISTRITO DE HUARI, PROVINCIA DE HUARI - ANCASH",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,39183820,0,0,,15000000.0,24183820.0,0.0,Cartera_260824-123814.xlsx,021001,,021001,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,021001,Coincidencia exacta y única por nombre
769.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2590437.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LOS DISTRITOS DE CHIMBOTE Y NUEVO CHIMBOTE DE LA  PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,1164150539,11034012,0,,500000.0,1000000.0,1000000.0,Cartera_260824-123814.xlsx,,150122,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Distrito PMI (MIRAFLORES) no encontrado en nombre de inversión
773.0,F,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2700390.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LA RED DE SERVICIO(S)  DE AGUA POTABLE RURAL Y  DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN 4 SISTEMAS DE AGUA POTABLE Y/O  SISTEMA DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA   DE CENTRO POBLADO EL TINGO SECTOR 3, EL TINGO HUECO GRANDE, EL TINGO, LAS AGUILAS DISTRITO  HUALGAYOC PROVINCIA DE HUALGAYOC DEPARTAMENTO DE CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,16323144,0,0,,0.0,0.0,7384318.0,Cartera_260824-123814.xlsx,,150122,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Distrito PMI (MIRAFLORES) no encontrado en nombre de inversión"
774.0,F,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2671439.0,,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CENTRO POBLADO CONCHACOLLO   DISTRITO DE CHAMACA DE LA PROVINCIA DE CHUMBIVILCAS DEL DEPARTAMENTO DE CUSCO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,6997654,0,0,,0.0,6117396.0,880258.0,Cartera_260824-123814.xlsx,,080703,080703,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito CHAMACA DE no encontrado en GPKG | Validado por PMI: CHAMACA
775.0,F,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2663252.0,,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN CASERIO PILANCONES   DISTRITO DE HUALGAYOC DE LA PROVINCIA DE HUALGAYOC DEL DEPARTAMENTO DE CAJAMARCA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4930851,0,0,,0.0,0.0,3654879.0,Cartera_260824-123814.xlsx,,150122,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,Distrito HUALGAYOC DE no encontrado en GPKG | Distrito PMI (MIRAFLORES) no encontrado en nombre de inversión
776.0,F,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2706743.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL Y MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO EN SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICION FINAL , SERVICIO DE ALCANTARILLADO   DISTRITOS DE JULIACA, SAN MIGUEL DE LA PROVINCIA DE SAN ROMAN DEL DEPARTAMENTO DE PUNO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,897855044,0,0,,16000000.0,50000000.0,100000000.0,Cartera_260824-123814.xlsx,,150122,,SI,NO,VALIDADO_PMI_POR_CUI,BAJA,REVISAR_CONFLICTO,,Múltiples distritos detectados en el nombre | Distrito PMI (MIRAFLORES) no encontrado en nombre de inversión
777.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2286606.0,,PROYECTO DE INVERSION,"INSTALACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO EN LA LOCALIDAD SOLEDAD - SACHAVACA, DISTRITO DE MONZON - HUAMALIES - HUANUCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,2444470,2346138,0,10000.0,98331.39,0.0,0.0,Cartera_260824-123814.xlsx,100507,,100507,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100507,Coincidencia exacta y única por nombre
778.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2311139.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO PERLA DE DAGUAS, DISTRITO DE NUEVA CAJAMARCA, PROVINCIA DE RIOJA, DEPARTAMENTO DE SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3852764,3765586,58212,58212.0,28966.0,0.0,0.0,Cartera_260824-123814.xlsx,220804,,220804,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220804,Coincidencia exacta y única por nombre
779.0,F,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2656700.0,,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE URBANO EN LA ZONA NORTE DE LA CIUDAD DE CAJAMARCA   DISTRITO DE CAJAMARCA DE LA PROVINCIA DE CAJAMARCA DEL DEPARTAMENTO DE CAJAMARCA,SANEAMIENTO,SANEAMIENTO URBANO,SANEAMIENTO,11944384,0,82457,988049.0,8699460.95,3080008.66,0.0,Cartera_260824-123814.xlsx,,060101,060101,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito CAJAMARCA DE no encontrado en GPKG | Validado por PMI: CAJAMARCA
780.0,F,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2656903.0,,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE URBANO EN LA ZONA ESTE DE LA CIUDAD DE CAJAMARCA   DISTRITO DE CAJAMARCA DE LA PROVINCIA DE CAJAMARCA DEL DEPARTAMENTO DE CAJAMARCA,SANEAMIENTO,SANEAMIENTO URBANO,SANEAMIENTO,16403503,0,0,1384451.0,8917074.56,4717526.63,0.0,Cartera_260824-123814.xlsx,,060101,060101,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,Distrito CAJAMARCA DE no encontrado en GPKG | Validado por PMI: CAJAMARCA
781.0,D,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2702568.0,,INVERSIONES IOARR,"CONSTRUCCION DE LINEA DE CONDUCCION; EN EL(LA) R-1 CATA CATAS A CÁMARA DE REPARTO COSTA AZUL Y EMPALME EN PP.JJ. 18 DE MAYO  DISTRITO DE ILO, PROVINCIA ILO, DEPARTAMENTO MOQUEGUA",SANEAMIENTO,SANEAMIENTO URBANO,SANEAMIENTO,15537364,0,0,15537364.0,690031.0,0.0,0.0,Cartera_260824-123814.xlsx,180301,,180301,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,180301,Coincidencia exacta y única por nombre
782.0,C,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2086631.0,,PROYECTO DE INVERSION,MEDIDAS DE RAPIDO IMPACTO DE EMAPA HUACHO CIUDAD DE HUACHO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,73402251,16206233,983161,0.0,0.0,0.0,7282014.24,Cartera_260824-123814.xlsx,,,,NO,NO,FALLIDO,BAJA,REVISAR_CONFLICTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Datos PMI no cruzaron con GPKG (- TODOS - - HUAURA)"
783.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2201831.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO DE LA LOCALIDAD DE AYANCOCHA ALTA , DISTRITO DE SAN RAFAEL - AMBO - HUANUCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4388351,78232,393946,393946.0,2299819.0,1616354.0,0.0,Cartera_260824-123814.xlsx,,100207,100207,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,"220206, 100207",Distrito SAN RAFAEL es ambiguo y no se extrajo provincia | Validado por PMI: SAN RAFAEL
784.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2273336.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CENTRO POBLADO PACCHA , DISTRITO DE VINCHOS - HUAMANGA - AYACUCHO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5743609,54689,443046,443046.0,1330433.0,3915441.0,0.0,Cartera_260824-123814.xlsx,050114,,050114,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,050114,Coincidencia exacta y única por nombre
785.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2454786.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO E INSTALACIÓN DE LA PLANTA DE TRATAMIENTO DE AGUA PARA LAS ASOCIACIONES CERRO BAUL, ALTO YACANGO, CERRO MEJIA, VILLA YACANGO Y ALTO MARAVILLAS DEL CENTRO POBLADO DE YACANGO DEL DISTRITO DE TORATA - PROVINCIA DE MARISCAL NIETO - DEPARTAMENTO DE MOQUEGUA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3482906,1918834,0,0.0,5000.0,5000.0,0.0,Cartera_260824-123814.xlsx,180106,,180106,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,180106,Coincidencia exacta y única por nombre
787.0,A,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2526696.0,,INVERSIONES IOARR,"ADQUISICION DE TUBERIA; EN EL(LA) JR 20 DE ABRIL CUADRA 7, 8 Y 9 Y JR JUNIN CUADRA 7 Y 8 EN LA LOCALIDAD MOYOBAMBA, DISTRITO DE MOYOBAMBA, PROVINCIA MOYOBAMBA, DEPARTAMENTO SAN MARTIN",SANEAMIENTO,SANEAMIENTO URBANO,SANEAMIENTO,376369,0,0,376369.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,220101,,220101,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220101,Coincidencia exacta y única por nombre
790.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2202923.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO KUSU CHICO , DISTRITO DE EL CENEPA - CONDORCANQUI - AMAZONAS",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5522099,134427,20000,20000.0,322185.0,5045487.0,0.0,Cartera_260824-123814.xlsx,010402,,010402,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,010402,Coincidencia exacta y única por nombre
895.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2264128.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SERVICIO DE SANEAMIENTO BASICO DE LA LOCALIDAD DE EL PORVENIR, DISTRITO DE HUACRACHUCO , PROVINCIA DE MARANON - HUANUCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3352036,5990,81190,81190.0,250000.0,946808.0,1068048.0,Cartera_260824-123814.xlsx,100701,,100701,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,100701,Coincidencia exacta y única por nombre
898.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2251228.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DE ALCANTARILLADO DEL CENTRO POBLADO DE MAYAS (EL ALTO), DISTRITO DE CONCHUCOS, PROVINCIA DE PALLASCA, DEPARTAMENTO DE ANCASH",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,10521453,112376,180358,180358.0,5969694.0,4259026.0,0.0,Cartera_260824-123814.xlsx,021503,,021503,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,021503,Coincidencia exacta y única por nombre
908.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2256070.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE VAQUERIA, DISTRITO DE HUAMACHUCO , PROVINCIA DE SANCHEZ CARRION - LA LIBERTAD",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,8593362,57635,20000,20000.0,1266741.0,7248985.0,0.0,Cartera_260824-123814.xlsx,130901,,130901,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,130901,Coincidencia exacta y única por nombre
952.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235533.0,,PROYECTO DE INVERSION,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LA LOCALIDAD DE ALTO CHILAC N 08 , DISTRITO DE HUASMIN - CELENDIN - CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3637301,138587,26509,26509.0,955578.0,2516628.0,0.0,Cartera_260824-123814.xlsx,060304,,060304,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060304,Coincidencia exacta y única por nombre
957.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2235604.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE PEDREGAL DE MATALACAS, DISTRITO DE PACAIPAMPA - AYABACA - PIURA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4694591,52237,454977,454977.0,1678405.0,2508972.0,0.0,Cartera_260824-123814.xlsx,200206,,200206,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,200206,Coincidencia exacta y única por nombre
979.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2276144.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE ALCANTARILLADO EN EL CENTRO POBLADO VALPARAISO , DISTRITO DE BAJO BIAVO - BELLAVISTA - SAN MARTIN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5367421,70063,20000,20000.0,1638037.0,3639321.0,0.0,Cartera_260824-123814.xlsx,220203,,220203,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,220203,Coincidencia exacta y única por nombre
986.0,Y,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2196728.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LA LOCALIDAD DE MACUACO , DISTRITO DE OYOTUN - CHICLAYO - LAMBAYEQUE",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,9203773,40271,20000,20000.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,140110,,140110,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,140110,Coincidencia exacta y única por nombre
995.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2305789.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA LOCALIDAD DE CHALLHUANI ALTO , DISTRITO DE ANCO_HUALLO - CHINCHEROS - APURIMAC",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5331700,86925,360713,360713.0,4792002.0,92060.0,0.0,Cartera_260824-123814.xlsx,,030602,030602,SI,SI,VALIDADO_PMI_POR_CUI,ALTA,RESUELTO,,"No se detectó patrón ""DISTRITO DE"" en el nombre | Validado por PMI: ANCO_HUALLO"
1007.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2259053.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO EN LA LOCALIDAD DE EL PALMO ALTO, DISTRITO DE QUEROCOTILLO - CUTERVO - CAJAMARCA",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3414288,43451,20000,20000.0,1119257.0,2231580.0,0.0,Cartera_260824-123814.xlsx,060607,,060607,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,060607,Coincidencia exacta y única por nombre
1013.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2257228.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DE SANEAMIENTO DEL CENTRO POBLADO CASGABAMBA , DISTRITO DE SARIN - SANCHEZ CARRION - LA LIBERTAD",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4531561,47080,384450,384450.0,1175533.0,2924498.0,0.0,Cartera_260824-123814.xlsx,130907,,130907,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,130907,Coincidencia exacta y única por nombre
1032.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2375732.0,,PROYECTO DE INVERSION,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LA CIUDAD DE MAZUKO, DISTRITO DE INAMBARI - PROVINCIA DE TAMBOPATA - DEPARTAMENTO MADRE DE DIOS",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,35966014,489912,0,429397.0,0.0,0.0,0.0,Cartera_260824-123814.xlsx,170102,,170102,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,170102,Coincidencia exacta y única por nombre
1046.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2202908.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE OVIRI, DISTRITO DE RÍO TAMBO, PROVINCIA DE SATIPO, DEPARTAMENTO DE JUNÍN",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,5750067,53834,20000,20000.0,2618751.0,3057482.0,0.0,Cartera_260824-123814.xlsx,120608,,120608,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,120608,Coincidencia exacta y única por nombre
1070.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2329710.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS DE LA LOCALIDAD DE BOMBOM , DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,3109851,121585,362783,362783.0,2625483.0,0.0,0.0,Cartera_260824-123814.xlsx,081103,,081103,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,081103,Coincidencia exacta y única por nombre
1081.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2265601.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO DE LA CC.NN DE SEMPAYA , DISTRITO DE TAHUANIA - ATALAYA - UCAYALI",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4939151,69391,20000,20000.0,1568068.0,3281692.0,0.0,Cartera_260824-123814.xlsx,250203,,250203,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,250203,Coincidencia exacta y única por nombre
1084.0,E,"VIVIENDA, CONSTRUCCION Y SANEAMIENTO","OPMI DEL MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",2245653.0,,PROYECTO DE INVERSION,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO DE LA CC.NN DE TUPAC AMARU , DISTRITO DE TAHUANIA - ATALAYA - UCAYALI",SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,4158452,74232,20000,20000.0,1340917.0,2723304.0,0.0,Cartera_260824-123814.xlsx,250203,,250203,,,EXTRAIDO_DESDE_NOMBRE,ALTA,RESUELTO,250203,Coincidencia exacta y única por nombre
